"projectId","display","codingType","tcSize"
"2261","Glycogen Storage Disease Type 6","condition","2579"
"5229","Townes-Brocks Syndrome","condition","6440"
"6111","Radial Nerve Dysfunction","condition","25420"
"3196","Marden-Walker Syndrome","condition","1609"
"1663","3M Syndrome","condition","853"
"4349","Post Polio Syndrome","condition","23830"
"2944","Langerhans Cell Histiocytosis","condition","63759"
"6234","Transient Tic Disorder","condition","13090"
"3718","Neonatal Hemochromatosis","condition","1376"
"6294","Hepatitis A","condition","126149"
"2599","Primary Hyperoxaluria Type 1","condition","5671"
"2473","High Molecular Weight Kininogen Deficiency","condition","16818"
"2739","Immune Thrombocytopenia","condition","250737"
"5999","Neonatal Hypothyroidism","condition","25494"
"6223","Toxic Megacolon","condition","7226"
"4598","Autosomal Dominant Distal Renal Tubular Acidosis","condition","7218"
"4752","Schwartz-Jampel Syndrome","condition","35465"
"3387","Microcephalic Osteodysplastic Primordial Dwarfism Type 2 (MOPD2)","condition","7386"
"353","Aphthous Stomatitis","condition","63197"
"1560","Developmental Dysphasia Familial","condition","175652"
"1903","Hypertension","condition","34916481"
"5709","Claw Foot","condition","8185"
"2091","Fragile X Syndrome","condition","49141"
"3208","Marinesco Sjogren Syndrome","condition","7623"
"5986","Cerebellar Multiple System Atrophy","condition","211986"
"2724","Acute Eosinophilic Pneumonia","condition","37319"
"6628","Gastrostomy","procedure","1131461"
"569","BOD Syndrome","condition","3394"
"4472","Psoriatic Arthritis","condition","339969"
"2013","Felty Syndrome","condition","7299"
"5901","Interstitial Lung Disease","condition","1030653"
"553","Blepharocheilodontic Syndrome","condition","5655"
"2904","Kluver Bucy Syndrome","condition","7259"
"501","Hemifacial Hyperplasia Strabismus","condition","1199"
"4301","Polydactyly Myopia Syndrome","condition","1589"
"6283","New Daily Persistent Headache (NDPH)","condition","41699"
"1822","Epidermal Nevus","condition","6585"
"4888","Spastic Ataxia Charlevoix-Saguenay Type","condition","8789"
"3589","Limb-Girdle Muscular Dystrophy Type 1B","condition","19185"
"3020","Lhermitte-Duclos Disease","condition","13781"
"5711","Clubbing of the Fingers or Toes","condition","8757"
"5850","H1N1 Influenza","condition","594875"
"5702","Cherry Angioma","condition","146955"
"2145","Gardner-Diamond Syndrome","condition","45639"
"5225","Torticollis","condition","107994"
"126","Adie Syndrome","condition","2227"
"5830","Gastrointestinal Bleeding","condition","1641175"
"35","Pompe Disease","condition","23277"
"2816","47 XYY Syndrome","condition","6780"
"469","Bannayan-Riley-Ruvalcaba Syndrome","condition","10457"
"5631","Anorectal Abscess","condition","11520"
"4745","Schizencephaly","condition","5280"
"4217","Pheochromocytoma","condition","212619"
"1353","Coronary Artery Fistula","condition","18575"
"2540","Hymenolepiasis","condition","4984"
"3530","Mucopolysaccharidosis Type 4A (MPS IVA, Morquio Syndrome Type A)","condition","1272"
"5238","Tracheobronchopathia Osteoplastica","condition","35881"
"6569","Tissue Biopsy","procedure","43419"
"2778","Type B Insulin Resistance Syndrome","condition","74837"
"6579","Orchiectomy","procedure","96555"
"6262","Vasoconstriction","condition","261378"
"2755","Infant Epilepsy with Migrant Focal Crisis","condition","145088"
"1838","Epidermolysis Bullosa with Pyloric Atresia","condition","1544"
"3465","Midline Lethal Granuloma","condition","4275"
"4923","Spinal Tumor","condition","63461"
"1436","Cushing's syndrome","condition","105128"
"5335","Uncombable Hair Syndrome","condition","499"
"2444","Hereditary Resistance to Anti-Vitamin K","condition","84030"
"5672","Brain Abscess","condition","73171"
"6304","Multisystem Inflammatory Syndrome in Children (MIS-C)","condition","1360730"
"4850","Singleton-Merten Syndrome","condition","807"
"6366","Prostatic Artery Embolization","procedure","35665"
"2820","Japanese Encephalitis","condition","43667"
"2947","Laron Syndrome","condition","1693"
"5876","Hydatidiform Mole","condition","32033"
"1148","Chronic Kidney Disease","condition","11544077"
"233","Aminoaciduria","condition","5228"
"726","Calciphylaxis","condition","31277"
"950","Chondrocalcinosis 2","condition","4201"
"5062","Renpenning Syndrome","condition","215"
"6051","Partial Seizure","condition","126355"
"3877","Ocular Toxoplasmosis","condition","12671"
"6001","Neuralgia","condition","2125642"
"6546","BRCA Positive Breast Cancer","condition","23971"
"3399","Microcephaly Deafness Syndrome","condition","8696"
"5317","Turcot Syndrome","condition","1347965"
"2399","Hemophilic Arthropathy","condition","17841"
"369","Oculomotor Apraxia Cogan Type","condition","5305"
"6350","Chronic Idiopathic Constipation (CIC)","condition","62898"
"4159","Pemphigus Foliaceus","condition","56471"
"757","Head and Neck Squamous Cell Carcinoma (HNSCC)","condition","361542"
"6233","Newborn Transient Tachypnea","condition","3668"
"3967","Oral Squamous Cell Carcinoma","condition","131119"
"3948","Opsoclonus-Myoclonus Syndrome","condition","41986"
"6629","Hepatectomy","procedure","299851"
"4715","Salmonella Enterocolitis","condition","223013"
"2370","Hemangioendothelioma","condition","235441"
"2890","Keratitis-Ichthyosis-Deafness Syndrome","condition","1641"
"5874","Hookworm Infection","condition","24741"
"2943","Trichorhinophalangeal Syndrome Type 2","condition","7084"
"5957","Membranous Nephropathy","condition","80272"
"2892","Kikuchi Disease","condition","45195"
"6371","Acute Hepatic Porphyria (AHP)","condition","9708"
"268","Angelman Syndrome","condition","12531"
"4385","Primary Biliary Cholangitis","condition","146935"
"5651","Avian Influenza","condition","224555"
"769","Cardiofaciocutaneous Syndrome","condition","2085"
"1127","Chromosome 22 Duplication","condition","2721"
"5576","46XX Testicular Disorder of Sex Development","condition","2349"
"6429","Muscle Spasms","condition","518063"
"1374","Cowden Syndrome","condition","15835"
"165","Ocular Albinism","condition","3439"
"544","Bipolar Disorder (BPD)","condition","2368855"
"1337","Conversion Disorder","condition","65525"
"3643","Progressive Myoclonic Epilepsy","condition","90260"
"6536","Intestinal Parasitosis","condition","7256"
"6360","Lassa Fever","condition","9713"
"5457","Von Gierke Disease","condition","9804"
"167","Albinism","condition","24401"
"1834","Dowling-Meara Epidermolysis Bullosa Simplex","condition","5370"
"6256","Vaginal Dryness","condition","287690"
"4653","Rheumatoid Arthritis (RA)","condition","3328764"
"4013","Osteomalacia","condition","50278"
"4170","PEPCK 1 Deficiency","condition","678"
"6416","Gastric Dysmotility","condition","445457"
"5834","Gastroschisis","condition","17571"
"5516","Wilms Tumor","condition","799683"
"5628","Angina","condition","15002805"
"499","Bejel","condition","450"
"4831","Sialadenitis","condition","154014"
"3881","Oculodentodigital Dysplasia","condition","6845"
"6069","Viral Pharyngitis","condition","53409"
"2757","Infantile Axonal Neuropathy","condition","57865"
"835","Benign Rolandic Epilepsy","condition","35403"
"2385","Hemiplegia","condition","253058"
"3044","Lipoid Proteinosis","condition","18731"
"6348","Postural Orthostatic Tachycardia Syndrome (POTS)","condition","176290"
"1913","Evans Syndrome","condition","6530"
"5285","Trismus-Pseudocamptodactyly Syndrome","condition","1830"
"937","Cholestasis","condition","424057"
"2807","Irritable Bowel Syndrome (IBS)","condition","443590"
"5291","Trisomy 14 Mosaicism","condition","256"
"2380","Hemi 3 Syndrome","condition","520"
"99","Acute Promyelocytic Leukemia","condition","88655"
"2774","Congenital Insensitivity to Pain with Anhidrosis","condition","54564"
"5933","Lower Esophageal Ring","condition","542216"
"1249","Genital Warts","condition","79647"
"1444","Cutis Gyrata Syndrome","condition","31370"
"1288","Congenital Hemidysplasia with Ichthyosiform Erythroderma and Limbs Defects","condition","6117"
"2237","Familial Glucocorticoid Deficiency","condition","31094"
"4806","Shigellosis","condition","43478"
"5879","Hyperelastic Skin","condition","30838"
"839","Cerebellar Agenesis","condition","1056"
"4014","Osteomyelitis","condition","974456"
"2985","Leishmaniasis","condition","136960"
"3171","Hyperthermia","condition","13467"
"1207","Cogan's Syndrome","condition","1854"
"1894","Esophageal Atresia","condition","25489"
"2099","Freiberg's Disease","condition","1355"
"3831","Notalgia Paresthetica","condition","5611"
"2390","Hemoglobin E Disease","condition","19278"
"3038","Dihydrolipoamide Dehydrogenase Deficiency","condition","4196"
"2844","Spinal Muscular Atrophy Type 3","condition","127231"
"23","Accessory Navicular Bone","condition","4387"
"169","Albright's Hereditary Osteodystrophy","condition","12352"
"2937","Lambdoid Synostosis","condition","398"
"806","Sengers Syndrome","condition","71081"
"5906","Intraventricular Hemorrhage of the Newborn","condition","30012"
"298","Tongue Tie","condition","3138"
"6410","Swallowing Difficulty","condition","2973712"
"728","Limb-Girdle Muscular Dystrophy Type 2A","condition","19175"
"6598","Awake Craniotomy","procedure","38484"
"3736","Nephrosclerosis","condition","5249633"
"6033","Ovarian Cysts","condition","421708"
"6229","Congenital Tracheomalacia","condition","2805"
"5365","Prerenal Azotemia","condition","14590"
"6482","Intestinal Cancer","condition","105654"
"3634","Myelodysplastic Syndrome (MDS)","condition","724515"
"5755","Double Aortic Arch","condition","6545"
"4168","Essential Pentosuria","condition","3805"
"3730","Nephronophthisis","condition","5688"
"6588","Microdiscectomy","procedure","179678"
"6253","Vaginal Bleeding in Pregnancy","condition","10055"
"4497","Congenital Pulmonary Lymphangiectasia","condition","522"
"6329","Papillary Thyroid Cancer","condition","487083"
"6132","Rickettsialpox","condition","17524"
"5944","Male Pattern Baldness","condition","40030"
"2536","Hydrops Fetalis","condition","18773"
"5292","Trisomy 2 Mosaicism","condition","814"
"442","Attention Deficit Hyperactivity Disorder (ADHD)","condition","304198"
"3840","Occupational Asthma","condition","18023"
"4529","Heartburn","condition","127982"
"1867","Epispadias","condition","4497"
"2544","Hyperaldosteronism","condition","92085"
"4527","Pyridoxine Deficiency","condition","16892"
"5632","Aortic Regurgitation","condition","1193833"
"6212","Testicle Lump","condition","116459"
"3488","Mitral Valve Prolapse","condition","131783"
"6393","Oophorectomy","procedure","213372"
"2396","Hemolytic-Uremic Syndrome","condition","56341"
"3506","Localized Scleroderma","condition","36750"
"1612","Diphallia","condition","689"
"4556","Rasmussen Encephalitis","condition","11813"
"386","Aromatic L-Amino Acid Decarboxylase (AADC) Deficiency","condition","17869"
"630","Glomerulonephritis","condition","455697"
"2834","Jumping Frenchmen of Maine","condition","2116"
"1709","Eclampsia","condition","26563"
"6455","Vertebral Artery Dissection","condition","10311"
"4206","Pfeiffer Syndrome","condition","11936"
"5875","Hospital-Acquired Pneumonia","condition","4229286"
"3765","Neuroendocrine Carcinoma of the Cervix","condition","105542"
"3575","Muscle Atrophy","condition","362125"
"288","Aniridia","condition","10320"
"391","Fibromuscular Dysplasia (FMD)","condition","24119"
"4630","Retinopathy Arteriosclerotic","condition","48461"
"4184","Peripheral T-Cell Lymphoma","condition","45738"
"6011","Nonallergic Rhinopathy","condition","192783"
"1020","Chromosome 5q Duplication","condition","268"
"1790","Ollier Disease","condition","4968"
"2696","Hypospadias","condition","36969"
"6303","Astrocytoma","condition","795316"
"6062","Perioral Dermatitis","condition","17557"
"4743","Ulnar-Mammary Syndrome","condition","710"
"2275","Mixed Gonadal Dysgenesis","condition","5235"
"6500","Febrile Neutropenia","condition","195060"
"5801","Fetal Alcohol Syndrome (FAS)","condition","34922"
"2711","Iridogoniodysgenesis Type 1","condition","12525"
"6096","Presbyopia","condition","106206"
"1704","Meier-Gorlin Syndrome","condition","4231"
"1187","Kozlowski Warren Fisher Syndrome","condition","612"
"2497","Holoprosencephaly","condition","9843"
"2977","Lateral Meningocele Syndrome","condition","290"
"3181","Dilated Cardiomyopathy with Hypergonadotropic Hypogonadism","condition","5872"
"5829","Gastroesophageal Reflux in Infants","condition","26976"
"4281","Kindler Syndrome","condition","1324"
"6364","Cardiac Ablation","procedure","611061"
"949","Calcium Pyrophosphate Arthritis","condition","104135"
"1382","Grix Blankenship Peterson Syndrome","condition","6299"
"3968","Oral Submucous Fibrosis","condition","10211"
"6522","Spinal Fusion","procedure","209605"
"492","B-Cell Lymphoma","condition","692528"
"6269","Volkmann Contracture","condition","52858"
"983","1p36 Deletion Syndrome","condition","831"
"647","Brown-Sequard Syndrome","condition","3320"
"379","Arginase Deficiency","condition","31090"
"2492","Hodgkin Lymphoma","condition","381176"
"1601","Diffuse Idiopathic Skeletal Hyperostosis","condition","19510"
"4963","Spinocerebellar Ataxia Type 7","condition","8903"
"5734","Dacryoadenitis","condition","14723"
"5925","Lordosis","condition","31564"
"5870","High Arch","condition","3707"
"25","Achalasia","condition","127939"
"1237","Common Cold","condition","199500"
"5626","Childhood Iron Deficiency Anemia","condition","2928541"
"4799","Severe Acute Respiratory Syndrome (SARS)","condition","1482715"
"1351","Congenital Coronary Artery Malformation","condition","45116"
"545","Biotinidase Deficiency","condition","2961"
"6381","Appendectomy","procedure","82051"
"2759","Infantile Digital Fibromatosis","condition","2238"
"5739","Delayed Ejaculation","condition","2372"
"5735","Decerebrate Posture","condition","127107"
"6599","Vertebroplasty","procedure","145662"
"1628","Distomatosis","condition","224162"
"2297","Gray Platelet Syndrome","condition","16191"
"3238","Medium-Chain Acyl-CoA Dehydrogenase Deficiency","condition","1028"
"6188","Subacute Combined Degeneration","condition","1323215"
"4296","Polycystic Ovary Syndrome","condition","158636"
"3349","Mesothelioma","condition","196024"
"5421","Palatopharyngeal Incompetence","condition","54021"
"4750","Schwannoma","condition","274150"
"1363","Double Discordia","condition","7838"
"6118","Renal Vein Thrombosis","condition","6025"
"5677","Breast Lump","condition","812091"
"4938","Spinocerebellar Ataxia Type 12","condition","2711"
"6355","Beta-Propeller Protein-Associated Neurodegeneration","condition","1739"
"6277","Human Papillomavirus Infection","condition","288131"
"4267","Congenital Plasminogen Deficiency","condition","2100"
"123","Adenosine Deaminase Deficiency","condition","1986"
"33","Color Blindness","condition","22224"
"3199","Marfan Syndrome","condition","55401"
"4491","Pulmonary Artery Agenesis","condition","1293"
"6568","Hernia Surgery","procedure","241879"
"1168","Cleft Lip and Palate","condition","18226"
"5982","Mouth Ulcers","condition","243883"
"4423","Prolymphocytic Leukemia","condition","14111"
"383","Bosma Arhinia Microphthalmia Syndrome","condition","5922"
"6024","Orgasmic Dysfunction in Women","condition","903"
"6226","Tracheal Rupture","condition","1299"
"3123","Lysinuric Protein Intolerance","condition","2497"
"4985","Spondylocarpotarsal Synostosis Syndrome","condition","7696"
"1027","Chromosome 7p Deletion","condition","10278"
"2417","Hepatitis D","condition","25439"
"5354","Chromosome 6 Uniparental Disomy","condition","3457"
"4444","Pseudoachondroplasia","condition","1759"
"2328","Hand-Foot-Mouth Disease (HFMD)","condition","22295"
"6469","Deep Brain Stimulation","procedure","143199"
"1861","Galactose Epimerase Deficiency","condition","12759"
"4970","Splenic Neoplasm","condition","32054"
"6054","Pectus Carinatum","condition","10242"
"5810","Folate-Deficiency Anemia","condition","35837"
"5054","Sudden Infant Death Syndrome (SIDS)","condition","63177"
"568","Blue Rubber Bleb Nevus Syndrome","condition","5377"
"6098","Nonbacterial Prostatitis","condition","66126"
"941","Progressive Familial Intrahepatic Cholestasis Type 3","condition","340493"
"2235","Glossopharyngeal Neuralgia","condition","5982"
"1516","Degos Disease","condition","42601"
"4108","Parapsoriasis","condition","8804"
"4451","Male Pseudohermaphroditism with Gynecomastia","condition","539634"
"332","Antisynthetase Syndrome","condition","16387"
"1244","Mitochondrial Complex 3 Deficiency","condition","2936"
"251","Amyotrophic Lateral Sclerosis (ALS or Lou Gehrig's Disease)","condition","322429"
"6436","Periodic Limb Movement Disorder","condition","36070"
"2181","Bowlegs","condition","8386"
"5265","Trichohepatoenteric Syndrome","condition","2496006"
"1824","Epidermodysplasia Verruciformis","condition","92734"
"556","Blepharophimosis Syndrome","condition","779"
"4138","Patent Ductus Arteriosus","condition","60518"
"6068","Petrositis","condition","1350"
"266","Sinus of Valsalva Aneurysm","condition","14250"
"2183","Sertoli Cell-Only Syndrome","condition","5415"
"3520","Mucolipidosis Type 4","condition","10188"
"5262","Trichoepithelioma","condition","129729"
"6209","Tennis Elbow","condition","117588"
"5937","Lupus Nephritis","condition","136784"
"5101","Syringocystadenoma Papilliferum","condition","403412"
"5991","Nasal Septal Hematoma","condition","220384"
"6517","Gastric Bypass","procedure","118680"
"2269","Galactosialidosis","condition","2275"
"384","Chiari Malformation Type 2","condition","39569"
"2639","Hypoaldosteronism","condition","25668"
"402","Distal Arthrogryposis Type 6","condition","3263"
"2236","Glucagonoma","condition","33959"
"2932","Lactic Acidosis","condition","118687"
"5661","Bile Duct Stricture","condition","273211"
"4259","Trophoblastic Tumor Placental Site","condition","39068"
"1455","Cutis Marmorata Telangiectatica Congenita","condition","31333"
"4897","Spastic Paraplegia-Epilepsy-Intellectual Disability Syndrome","condition","8669"
"5897","Industrial Bronchitis","condition","151246"
"5010","St. Anthony's Fire","condition","13777"
"3060","Loin Pain Hematuria Syndrome","condition","19978"
"4496","Pleuropulmonary Blastoma","condition","3480777"
"1648","Dracunculiasis","condition","3237"
"5815","Food Allergy","condition","287259"
"6434","Pelvic Congestion Syndrome","condition","51000"
"42","Acquired Agranulocytosis","condition","2107"
"4997","Spondyloepimetaphyseal Dysplasia Strudwick Type","condition","1741"
"5648","Autoerythrocyte Sensitivity","condition","45684"
"3042","Lipogranulomatosis","condition","17243"
"4","Aarskog Syndrome","condition","4188"
"4961","Spinocerebellar Ataxia Type 5","condition","27575"
"6547","HER2 Negative Breast Cancer","condition","24956"
"6100","Psittacosis","condition","13266"
"3169","Undifferentiated Pleomorphic Sarcoma","condition","334789"
"3211","Mucopolysaccharidosis Type 6 (MPS VI, Maroteaux-Lamy Syndrome)","condition","4676"
"4052","Overhydrated Hereditary Stomatocytosis","condition","1256"
"5727","Creutzfeldt-Jakob Disease","condition","65342"
"4655","Rheumatoid Vasculitis","condition","48183"
"3107","Lymphocytic Colitis","condition","34023"
"178","Alexander Disease","condition","912"
"4766","SOST-Related Sclerosing Bone Dysplasia","condition","2831"
"158","Akesson Syndrome","condition","1200"
"1804","Pinworms","condition","6639"
"6572","Endoscopy","procedure","4795000"
"532","Bifid Nose","condition","563"
"6198","Supernumerary Nipples","condition","1268"
"2833","Judge Misch Wright Syndrome","condition","30328"
"50","Acrocephalopolydactyly","condition","11393"
"3890","Oculocutaneous Albinism","condition","12380"
"5787","Erythema Nodosum","condition","31268"
"2924","Kyasanur Forest Disease","condition","20385"
"6115","Reflux Nephropathy","condition","9536"
"5766","ECHO Virus","condition","50053"
"6542","Classical Hodgkin Lymphoma","condition","117588"
"3525","Mucopolysaccharidosis Type 2 (MPS II, Hunter Syndrome)","condition","10106"
"1328","DFNB1","condition","1258626"
"6222","Tonsillitis","condition","106174"
"5634","Apoplexy","condition","5840048"
"2262","Glycogen Storage Disease Type 7","condition","1011"
"6292","Status Epilepticus","condition","102694"
"5760","E Coli Enteritis","condition","8274"
"3234","Measles","condition","118170"
"1333","Continuous Spike-Wave During Slow Sleep Syndrome","condition","31260"
"2431","Hereditary Elliptocytosis","condition","4955"
"5590","Zellweger Syndrome","condition","6955"
"1142","Chronic Myelogenous Leukemia (CML)","condition","373860"
"1215","Collagenous Colitis","condition","31007"
"6095","Premenstrual Syndrome","condition","25625"
"1095","Chromosome 16 Trisomy","condition","648"
"534","Biliary Atresia","condition","36021"
"5314","Tufted Angioma","condition","210366"
"6474","Balloon Sinuplasty","procedure","3555"
"1356","Andermann Syndrome","condition","28736"
"4930","Spinal Shock","condition","9035"
"2337","Walker-Warburg Syndrome","condition","6220"
"6382","Hysterectomy","procedure","234005"
"3517","Hereditary Mucoepithelial Dysplasia","condition","124280"
"3062","Long QT Syndrome 1","condition","40046"
"960","Chondroma","condition","25812"
"4115","Parkinson's Disease","condition","2369050"
"4798","Facial Ectodermal Dysplasia","condition","30215"
"6079","Pleural Effusion","condition","3157857"
"6004","Batten Disease","condition","18956"
"2233","Glossodynia","condition","31115"
"2343","Hashimoto Thyroiditis","condition","176772"
"2629","Hypertrichosis Lanuginosa Congenita","condition","167"
"1463","Cystic Adenomatoid Malformation of Lung","condition","4109"
"4166","Pentasomy X","condition","252"
"3632","Myelitis","condition","840640"
"6279","Acute Flaccid Myelitis (AFM)","condition","4982"
"6570","Bone Marrow Aspiration","procedure","285374"
"4658","Rhizomelic Pseudopolyarthritis","condition","342713"
"2307","Guanidinoacetate Methyltransferase Deficiency","condition","7407"
"2511","Human Monocytic Ehrlichiosis","condition","1188"
"4612","Respiratory Acidosis","condition","109496"
"2044","Fibromatosis","condition","454074"
"1876","Erosive Pustular Dermatosis of the Scalp","condition","47828"
"3767","Neuroepithelioma","condition","339198"
"1190","Coal Worker's Pneumoconiosis","condition","16298"
"6151","Sebaceous Adenoma","condition","404692"
"5050","Subpulmonary Stenosis","condition","2832"
"751","Carbamoyl Phosphate Synthetase 1 Deficiency","condition","31032"
"6290","Diabetic Neuropathy","condition","1156762"
"1845","Epidermolytic Palmoplantar Keratoderma","condition","31641"
"6301","Subependymoma","condition","13840"
"4611","Familial Hyperthyroidism due to Mutations in TSH Receptor","condition","44077"
"6305","Peripheral Artery Disease","condition","2134180"
"1041","Chromosome 8p Deletion","condition","6863"
"6379","Heart Transplant","procedure","353686"
"4841","Silicosis","condition","37953"
"1071","Ring Chromosome 12","condition","1184"
"5047","Subcortical Band Heterotopia","condition","6223"
"589","Bowenoid Papulosis","condition","8890"
"5697","Cervical Polyps","condition","25467"
"2405","Hemosiderosis","condition","34194"
"656","Bulimia","condition","26440"
"2874","Keratoconus","condition","73213"
"5530","Wolf-Hirschhorn Syndrome","condition","2428"
"730","Campomelia Cumming Type","condition","7722"
"1120","Chromosome 21q Deletion","condition","476"
"5894","Impetigo","condition","92150"
"3624","Mycobacterium Avium Complex Infections","condition","46529"
"6439","Protein Deficiency","condition","93400"
"1916","Exercise-Induced Anaphylaxis (EIA)","condition","21822"
"1381","Cranioectodermal Dysplasia","condition","628"
"868","Pena-Shokeir Syndrome Type 2","condition","3786"
"6419","Hereditary Spastic Paraparesis","condition","11911"
"1642","Double Uterus-Hemivagina-Renal Agenesis","condition","178"
"1651","Dubowitz Syndrome","condition","4053"
"4424","Properdin Deficiency","condition","9668"
"508","Benign Familial Neonatal Seizures","condition","3439"
"3673","Myositis","condition","239155"
"1034","Mosaic Trisomy 7","condition","422"
"1199","Cockayne Syndrome","condition","10509"
"5204","Cleft Hand Absent Tibia","condition","1819"
"5705","Cholesteatoma","condition","64158"
"377","Arbovirosis","condition","41099"
"5900","Ingrown Toenail","condition","424455"
"3800","Immune Defect due to Absence of Thymus","condition","19413"
"3094","Lymphangiectasis","condition","527222"
"5992","Necrosis","condition","31655630"
"958","Chondrodystrophy","condition","37798"
"5393","Vaginal Agenesis","condition","1673"
"5042","Stuve-Wiedemann Syndrome","condition","495"
"4030","Osteosclerosis Autosomal Dominant","condition","22019"
"1319","Congenital Sucrase-Isomaltase Deficiency","condition","17668"
"1581","Diabetic Nephropathy","condition","837356"
"4260","Plagiocephaly","condition","39046"
"2299","Greenberg Dysplasia","condition","702"
"4421","Prolidase Deficiency","condition","15437"
"5148","Tetanus","condition","106554"
"792","Carpal Tunnel Syndrome","condition","1161624"
"2887","Kerion Celsi","condition","22299"
"1641","Catecholaminergic Polymorphic Ventricular Tachycardia","condition","586612"
"4760","Scleroderma","condition","317736"
"5636","Arterial Embolism","condition","9223542"
"5726","Craniotabes","condition","1346"
"1352","Coronary Artery Aneurysm","condition","40154"
"6372","Aquablation","procedure","1616"
"1901","Esophageal Varices","condition","289248"
"854","Hereditary Cerebral Amyloid Angiopathy","condition","43834"
"2808","Isaacs' Syndrome","condition","3862"
"2490","Non-Langerhans-Cell Histiocytosis","condition","107544"
"2882","Keratosis Follicularis Spinulosa Decalvans","condition","30430"
"3367","Methemoglobinemia","condition","20430"
"1810","Eosinophilic Cystitis","condition","32845"
"4391","Primary Hyperoxaluria","condition","11159"
"4943","Spinocerebellar Ataxia Type 17","condition","7994"
"629","Breast Cancer","condition","9470505"
"100","Acute Myelomonocytic Leukemia","condition","21311"
"661","Burkitt Lymphoma","condition","87412"
"326","Antigen-Peptide-Transporter 2 Deficiency","condition","1452"
"5684","Caput Succedaneum","condition","414"
"2096","Fragile XE Syndrome","condition","2744"
"5189","Thrush","condition","304529"
"5637","Arterial Insufficiency","condition","2271654"
"608","Brachydactyly Type A2","condition","243"
"490","Bazex Syndrome","condition","124510"
"2425","Hereditary Angioedema","condition","29679"
"4475","Pterygium","condition","65407"
"3492","Mitral Stenosis","condition","127315"
"1965","Familial Adenomatous Polyposis","condition","2259145"
"2513","CHST3-Related Skeletal Dysplasia","condition","257"
"3268","Melorheostosis with Osteopoikilosis","condition","2176615"
"4056","Pachyonychia Congenita","condition","7759"
"1702","Dystrophinopathy","condition","20294"
"1608","Dihydropyrimidine Dehydrogenase Deficiency","condition","8109"
"1990","Familial Porencephaly","condition","27083"
"1706","Ebola Virus Disease","condition","56183"
"4770","Succinyl-CoA:3-Ketoacid CoA Transferase Deficiency","condition","346"
"2524","Hydrocephalus Autosomal Recessive","condition","907"
"3690","Nail-Patella Syndrome","condition","4460"
"1550","Dermatomyositis","condition","108872"
"1525","Dementia","condition","4015050"
"4663","Richter Syndrome","condition","601215"
"3892","Oculocutaneous Albinism Type 1","condition","12165"
"2568","Hyperhidrosis","condition","140221"
"5065","Swyer Syndrome","condition","9329"
"222","Acquired Amegakaryocytic Thrombocytopenia","condition","3702"
"5989","Nabothian Cyst","condition","17389"
"4686","Rotor Syndrome","condition","55135"
"5899","Infertility","condition","524924"
"6420","Keratosis Pilaris","condition","76152"
"2597","Morgagni-Stewart-Morel Syndrome","condition","3903"
"6187","Stroke","condition","7125821"
"6015","Obesity Hypoventilation Syndrome (OHS)","condition","33185"
"2416","Autoimmune Hepatitis","condition","127012"
"6574","Herniated Disc Surgery","procedure","176921"
"1920","Beckwith-Wiedemann Syndrome","condition","10874"
"2913","Severe Congenital Neutropenia","condition","86239"
"1341","Familial Benign Copper Deficiency","condition","8472"
"4843","Russell-Silver Dwarfism","condition","8663"
"4795","Sepsis","condition","9301518"
"1892","Erythroplakia","condition","9902"
"1385","Crouzon Syndrome","condition","38008"
"5844","Gonorrhea","condition","164836"
"3017","Levator Syndrome","condition","5736"
"1241","Complement Component 2 Deficiency","condition","9383"
"2927","Long-Chain 3-Hydroxyacyl-CoA Dehydrogenase Deficiency","condition","1288"
"2312","3-Hydroxy-3-Methylglutaryl-CoA Lyase Deficiency","condition","815"
"419","Asherman Syndrome","condition","2912"
"6173","Spasticity","condition","489930"
"4164","Penis Agenesis","condition","1296"
"6265","Vertigo","condition","11142809"
"3574","Munchausen Syndrome by Proxy","condition","2475"
"2188","Pemphigoid Gestationis","condition","3751"
"2775","Insomnia","condition","684824"
"170","Mccune-Albright Syndrome","condition","11194"
"1723","Ectodermal Dysplasia Neurosensory Deafness","condition","691"
"3083","Lung Cancer","condition","6247492"
"4729","Short-Chain Acyl-CoA Dehydrogenase Deficiency","condition","979"
"4329","Pontocerebellar Hypoplasia","condition","3370"
"6623","Cordotomy","procedure","5374"
"559","Eyelid Drooping","condition","146023"
"2062","Gracile Syndrome","condition","5816"
"2432","Hereditary Fructose Intolerance","condition","3165"
"4336","Punctate Porokeratosis","condition","34342"
"4213","Phenylketonuria (PKU)","condition","46814"
"2667","Hypohidrotic Ectodermal Dysplasia","condition","5107"
"2869","Hereditary Keratitis","condition","8808"
"2051","Fibrous Dysplasia","condition","37050"
"5413","Vasculitis","condition","1221317"
"2487","His Bundle Tachycardia","condition","728793"
"574","Bone Dysplasia Corpus Callosum Agenesis","condition","2418"
"2587","High Cholesterol","condition","16976359"
"5125","Otopalatodigital Syndrome Type 1","condition","1286"
"1776","Empty Sella Syndrome","condition","33178"
"5990","Nasal Flaring","condition","1201362"
"6561","Aneurysm Repair","procedure","16639"
"2157","Gastrointestinal Stromal Tumor","condition","163446"
"3055","Cirrhosis","condition","7581622"
"4300","Polydactyly","condition","17224"
"1868","Epithelial-Myoepithelial Carcinoma","condition","14001"
"3943","Horizontal Gaze Palsy with Progressive Scoliosis","condition","2236"
