"primary_type_2_npi","referring_type_2_npi","primary_type_2_npi_city","referring_type_2_npi_city","primary_type_2_npi_state","referring_type_2_npi_state","primary_type_2_npi_postal_code","referring_type_2_npi_postal_code","primary_type_2_npi_lat","referring_type_2_npi_lat","primary_type_2_npi_lng","referring_type_2_npi_lng","primary_type_2_npi_name","referring_type_2_npi_name","primary_hospital_name","referring_hospital_name","primary_type_1_npi","referring_type_1_npi","primary_type_1_npi_name","referring_type_1_npi_name","primary_specialty","referring_specialty","date","diagnosis_code","diagnosis_code_description","procedure_code","procedure_code_description","total_claim_charge","total_claim_line_charge","patient_count"
"1891473203","1508261595","","TIGARD","","OREGON","","97223","0","45.440311431884766","0","-122.77950286865234","LABORATORY CORPORATION OF AMERICA","ROBYN KUTKA ND, LLC","","Cedar Hills Hospital","0","1639635246","","HANA PATERNO","","","2024-10-01","","","36415","Collection Venous Blood Venipuncture","1306","26.25","1"
"1538144910","1972669539","BURLINGTON","MCMINNVILLE","NORTH CAROLINA","OREGON","27215","97128","36.03179168701172","45.19704055786133","-79.48890686035156","-123.25456237792969","LABORATORY CORPORATION OF AMERICA HOLDINGS","YAMHILL COUNTY HHS CHEMICAL DEPENDENCY","","Willamette Valley Medical Center","0","1184818411","","JOEL FRIEDRICH","","","2024-07-01","","","0","Drug test def 1-7 classes","730","302.4","1"
"1538144910","1578529285","BURLINGTON","VAN NUYS","NORTH CAROLINA","CALIFORNIA","27215","91405","36.03179168701172","34.20119094848633","-79.48890686035156","-118.44811248779297","LABORATORY CORPORATION OF AMERICA HOLDINGS","VALLEY PRESBYTERIAN HOSPITAL","","Valley Presbyterian Hospital","0","1073505764","","FARID YASHARPOUR","","","2024-07-01","","","83020","Hemoglobin Fractj/Quantj Electrophoresis","124","123.9","1"
"1033166244","1164426896","OAKDALE","PITTSBURGH","PENNSYLVANIA","PENNSYLVANIA","15071","15224","40.412078857421875","40.46411895751953","-80.18781280517578","-79.94489288330078","CHARTWELL PENNSYLVANIA, LP","UPMC CHILDREN'S HOSPITAL OF PITTSBURGH","","UPMC Childrens Hospital of Pittsburgh","0","1770559080","","TOBY YANOWITZ","","","2021-02-01","","","0","Hit enteral pump diem","2768.86","1920","1"
"1912952375","1518978618","SOUTHLAKE","MIDLAND","TEXAS","TEXAS","76092","79701","32.95998001098633","31.99237060546875","-97.14859008789062","-102.08146667480469","BYRAM HEALTHCARE CENTERS, INC.","MIDLAND WOMEN'S CLINIC P.A.","","","0","1932493376","","BEVERLY YEE-WHIPPLE","","","2022-11-01","","","0","Electric breast pump","300","300","1"
"1265587000","1194790055","FARMINGDALE","STUART","NEW YORK","FLORIDA","11735","34994","40.731590270996094","27.200780868530273","-73.43270111083984","-80.25695037841797","APEX LABORATORY, INC.","MARTIN MEMORIAL MEDICAL CENTER INC","","Cleveland Clinic Martin North Hospital","0","1760442560","","AMY EVERSOLE","","","2020-08-01","","","85610","Prothrombin Time","114.65","17.16","2"
"1063452829","1487771812","LAS VEGAS","LAS VEGAS","NEVADA","NEVADA","89119","89149","36.08475875854492","36.2722282409668","-115.1461410522461","-115.29252624511719","PREFERRED HOMECARE","CENTENNIAL HILLS HOSPITAL MEDICAL CENTER","","Centennial Hills Hospital Medical Center","0","1861459877","","CLARISSA GERVASIO","","","2017-07-01","","","0","Oximeter non-invasive","475","475","1"
"1538144910","1457303802","BURLINGTON","VANCEBURG","NORTH CAROLINA","KENTUCKY","27215","41179","36.03179168701172","38.526729583740234","-79.48890686035156","-83.38774108886719","LABORATORY CORPORATION OF AMERICA HOLDINGS","LEWIS COUNTY PRIMARY CARE CENTER","","","0","1124125224","","GARY COLEMAN","","","2024-08-01","","","0","Drug test def 22+ classes","1132","931.22","2"
"1962502229","1578529954","NEW YORK","ONEONTA","NEW YORK","NEW YORK","10005","13820","40.70616149902344","42.47465133666992","-74.00907135009766","-75.04058074951172","INTEGRA PARTNERS LLC","AURELIA OSBORN FOX MEMORIAL HOSPITAL SOCIETY","","A.O. Fox Hospital","0","1366968430","","FRANCES SAILER","","","2022-07-01","","","0","Electric breast pump","116.22","116.22","1"
"1154320687","0","BLOUNTVILLE","","TENNESSEE","","37617","","36.530670166015625","0","-82.3720932006836","0","SULLIVAN COUNTY EMS","","","","0","1154320687","","SULLIVAN COUNTY EMS","","","2019-01-01","","","0","Bls-emergency","10121.4","10121.4","9"
"1962502229","1265585806","NEW YORK","JACKSONVILLE","NEW YORK","FLORIDA","10005","32207","40.70616149902344","30.290000915527344","-74.00907135009766","-81.63996887207031","INTEGRA PARTNERS LLC","THE NEMOURS FOUNDATION","","Ascension St. Vincent's Southside Hospital","0","1386082550","","ANDRE REBAZA","","","2023-04-01","","","0","Oximeter non-invasive","165","165","1"
"1962502229","1013010917","NEW YORK","TOMS RIVER","NEW YORK","NEW JERSEY","10005","08755","40.70616149902344","40.00965881347656","-74.00907135009766","-74.22456359863281","INTEGRA PARTNERS LLC","COMMUNITY MEDICAL CENTER INC","","Community Medical Center","0","1255389185","","JAMES MCDERMOTT","","","2021-07-01","","","0","Electric breast pump","173.47","173.47","1"
"1962502229","1497701106","NEW YORK","ALBANY","NEW YORK","NEW YORK","10005","12208","40.70616149902344","42.6533088684082","-74.00907135009766","-73.81021118164062","INTEGRA PARTNERS LLC","ST. PETER'S HOSPITAL OF THE CITY OF ALBANY","","Saint Peter's Hospital","0","1457703266","","RACHEL RITTER SNOW","","","2024-01-01","","","0","Electric breast pump","95","95","1"
"1265587000","1295724987","FARMINGDALE","CROTON ON HUDSON","NEW YORK","NEW YORK","11735","10520","40.731590270996094","41.22058868408203","-73.43270111083984","-73.8715591430664","APEX LABORATORY, INC.","SKY VIEW REHABILITATION AND HEALTH CARE CENTER","","Helen Hayes Hospital","0","1700924503","","HYMAN STADLEN","","","2020-07-01","","","0","Spec coll snf/lab covid-19","131.12","25.46","1"
"1265587000","1215019377","FARMINGDALE","NEW YORK","NEW YORK","NEW YORK","11735","11412","40.731590270996094","40.6981086730957","-73.43270111083984","-73.75895690917969","APEX LABORATORY, INC.","EXPERT MEDICAL SERVICES LLC","","NYC Health + Hospitals Queens","0","1316370307","","MARIE CONFIDENT","","","2020-07-01","","","82746","Assay Of Folic Acid Serum","2969.97","294","18"
"1689600975","1780658443","ANN ARBOR","YPSILANTI","MICHIGAN","MICHIGAN","48108","48197","42.222171783447266","42.197139739990234","-83.73179626464844","-83.62885284423828","HURON VALLEY AMBULANCE INC","ST JOSEPH MERCY HOSPITAL","","Trinity Health Ann Arbor Hospital","0","1376956680","","MARISA MARTINEZ-SWANSON","","","2023-05-01","","","0","Ground mileage","1502.95","730.95","1"
"1962502229","1902106198","NEW YORK","NAPA","NEW YORK","CALIFORNIA","10005","94558","40.70616149902344","38.45491027832031","-74.00907135009766","-122.25643157958984","INTEGRA PARTNERS LLC","OLE HEALTH","","Providence Queen of the Valley Medical Center","0","1861013708","","LEAH RIEFF","","","2021-10-01","","","0","Gc stocking waistlngth 30-40","141.72","141.72","1"
"1912952375","1215914254","SOUTHLAKE","BARTLESVILLE","TEXAS","OKLAHOMA","76092","74006","32.95998001098633","36.714359283447266","-97.14859008789062","-95.89225769042969","BYRAM HEALTHCARE CENTERS, INC.","JANE PHILLIPS MEMORIAL MEDICAL CENTER, INC.","","Ascension St. John Jane Phillips","0","1083644462","","DAVID RUMPH","","","2017-08-01","","","0","Electric breast pump","300","300","1"
"1306961792","1295758662","RICHMOND","RICHMOND","VIRGINIA","VIRGINIA","23224","23224","37.4977912902832","37.4977912902832","-77.46621704101562","-77.46621704101562","THRIVE SKILLED PEDIATRIC CARE","MANCHESTER PEDIATRIC ASSOCIATES, PC","","Richmond Community Hospital","0","1750305819","","SANDRA BELL","","","2017-10-01","","","0","Repl water chamber, pap dev","256","175","1"
"1538144910","1952320061","BURLINGTON","FALLS CHURCH","NORTH CAROLINA","VIRGINIA","27215","22042","36.03179168701172","38.8643913269043","-79.48890686035156","-77.19564056396484","LABORATORY CORPORATION OF AMERICA HOLDINGS","INOVA HEALTH CARE SERVICES","","Inova Fairfax Medical Campus","0","1003437062","","HANNAH RAK","","","2024-02-01","","","83550","Iron Binding Capacity","235","51.21","1"
"1447557822","1184933830","GARDEN GROVE","PLACENTIA","CALIFORNIA","CALIFORNIA","92841","92870","33.786888122558594","33.880760192871094","-117.98194885253906","-117.85511779785156","PATHLAB SERVICES INC","CENTERS OF REHABILITATION & PAIN MEDICINE INC","","UCI Health-Placentia Linda","0","1154385961","","ALBERT LAI","","","2020-10-01","","","87631","Iadna Respiratry Probe & Rev Trnscr 3-5 Targets","3775","479.09","2"
"1962502229","1952476988","NEW YORK","BRONX","NEW YORK","NEW YORK","10005","10467","40.70616149902344","40.88085174560547","-74.00907135009766","-73.87393951416016","INTEGRA PARTNERS LLC","MONTEFIORE MEDICAL CENTER","","Montefiore Hospital- Moses Campus","0","1851897078","","KELLY HARMON","","","2024-06-01","","","0","Lo sag ri an/pos pnl pre ots","198.63","198.63","1"
"1538144910","1437119310","BURLINGTON","NORFOLK","NORTH CAROLINA","VIRGINIA","27215","23507","36.03179168701172","36.86450958251953","-79.48890686035156","-76.3031234741211","LABORATORY CORPORATION OF AMERICA HOLDINGS","SENTARA HOSPITALS","","Sentara Norfolk General Hospital","0","1912656133","","BRANDON NADER","","","2024-10-01","","","86592","Syphilis Test Non-Treponemal Antibody Qual","470","40.95","1"
"1275319196","1508379017","","ADELANTO","","CALIFORNIA","","92301","0","34.644630432128906","0","-117.54084777832031","NBIO LAB INC","TRI-STATE COMMUNITY HEALTHCARE CENTER","","Desert Valley Hospital","0","1134142201","","STEVEN ROSENBLATT","","","2024-10-01","","","83970","Assay Of Parathormone","393","45","1"
"1811997638","1457396079","LIBERTYVILLE","ATLANTA","ILLINOIS","GEORGIA","60048","30342","42.29521942138672","33.882049560546875","-87.94981384277344","-84.37464141845703","MEDLINE HEALTHCARE COMPANY","NORTHSIDE HOSPITAL, INC.","","Northside Hospital Atlanta","0","1306076021","","REGINALD PEEK","","","2017-10-01","","","0","Electric breast pump","169.15","169.15","1"
"1790858314","0","HUMBLE","","TEXAS","","77346","","29.994970321655273","0","-95.17717742919922","0","KROGER PHARMACY","","","","0","1790858314","","KROGER PHARMACY","","","2017-09-01","","","0","Admin influenza virus vac","480","87.76","8"
"1962502229","1588691620","NEW YORK","WOONSOCKET","NEW YORK","RHODE ISLAND","10005","02895","40.70616149902344","42.00101089477539","-74.00907135009766","-71.49933624267578","INTEGRA PARTNERS LLC","THUNDERMIST HEALTH CENTER","","Landmark Medical Center","0","1831621549","","STEPHANIE EARLE","","","2024-10-01","","","0","Electric breast pump","391.24","388.24","2"
"1245468727","0","WINFIELD","","TEXAS","","75493","","33.13882827758789","0","-95.1085433959961","0","EAK GOOD NEIGHBOR HOME CARE","","","","0","1801234596","","SUPRACARE FAMILY HEALTH PLLC","","","2017-02-01","","","0","Attendant care service /15m","29302.31","2196.56","1"
"1669635173","1821041617","NEW YORK","PARSIPPANY","NEW YORK","NEW JERSEY","10005","07054","40.70616149902344","40.85564041137695","-74.00907135009766","-74.40225219726562","INTEGRA PARTNERS IPA LLC","LIFELINE MEDICAL ASSOCIATES, LLC","","Greystone Park Psychiatric Hospital","0","1710951355","","MOTY TAL","","","2020-10-01","","","0","Electric breast pump","182","182","1"
"1962502229","0","NEW YORK","","NEW YORK","","10005","","40.70616149902344","0","-74.00907135009766","0","INTEGRA PARTNERS LLC","","","","0","1811553993","","KATHERINE DALLDORF","","","2022-03-01","","","0","Electric breast pump","145","145","1"
"1962444141","0","CLEVELAND","","GEORGIA","","30528","","34.6154899597168","0","-83.794921875","0","WHITE COUNTY EMS","","","","0","1962444141","","WHITE COUNTY EMS","","","2023-12-01","","","0","Ambulance response/treatment","400","400","8"
"1962502229","1952476988","NEW YORK","BRONX","NEW YORK","NEW YORK","10005","10467","40.70616149902344","40.88085174560547","-74.00907135009766","-73.87393951416016","INTEGRA PARTNERS LLC","MONTEFIORE MEDICAL CENTER","","Montefiore Hospital- Moses Campus","0","1336588045","","LAURA CONRAD","","","2021-07-01","","","0","Suction pump portab hom modl","36.07","36.07","1"
"1962502229","1033124961","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10037","40.70616149902344","40.81285858154297","-74.00907135009766","-73.93739318847656","INTEGRA PARTNERS LLC","NEW YORK CITY HEALTH AND HOSPITALS CORPORATION","","NYC Health + Hospitals Harlem","0","1649882770","","BRITTANY HAYES","","","2021-02-01","","","0","Sio flex pelvic/sacr pre ots","682.94","247.94","3"
"1295141950","1548248032","CORONA","FOUNTAIN VALLEY","CALIFORNIA","CALIFORNIA","92879","92708","33.8797492980957","33.71052169799805","-117.53544616699219","-117.95120239257812","INLAND EMPIRE IMAGING","COMPASSIONATE CANCER CARE MEDICAL GROUP, INC.","","UCI Health -Fountain Valley","0","1578566998","","HARESH JHANGIANI","","","2024-10-01","","","71270","Diagnostic Computed Tomography Thorax C-/C+","3800","1500","1"
"1295141950","1548248032","CORONA","FOUNTAIN VALLEY","CALIFORNIA","CALIFORNIA","92879","92708","33.8797492980957","33.71052169799805","-117.53544616699219","-117.95120239257812","INLAND EMPIRE IMAGING","COMPASSIONATE CANCER CARE MEDICAL GROUP, INC.","","UCI Health -Fountain Valley","0","1578566998","","HARESH JHANGIANI","","","2024-10-01","","","0","Locm 300-399mg/ml iodine,1ml","3800","300","1"
"1962502229","1790780047","NEW YORK","SOUTHBRIDGE","NEW YORK","MASSACHUSETTS","10005","01550","40.70616149902344","42.06039047241211","-74.00907135009766","-72.03376770019531","INTEGRA PARTNERS LLC","HARRINGTON MEMORIAL HOSPITAL, INC.","","UMass Memorial Health Harrington","0","1144280553","","CYNTHIA JOSLYN","","","2023-11-01","","","0","Disp col sto bag breast milk","72","72","1"
"1598791188","1811001548","GRAND COTEAU","OPELOUSAS","LOUISIANA","LOUISIANA","70541","70570","30.425600051879883","30.532739639282227","-92.04582214355469","-92.10482025146484","OGH IMAGING, LLC","AMBULATORY SURGERY CENTER OF OPELOUSAS","","Omega Hospital","0","1689873440","","CARL BOAGNI","","","2020-08-01","","","74181","Mri Abdomen W/O Contrast Material","2122","2122","1"
"1962502229","0","NEW YORK","","NEW YORK","","10005","","40.70616149902344","0","-74.00907135009766","0","INTEGRA PARTNERS LLC","","","","0","1134497365","","TANIA ZIRULNIK","","","2019-05-01","","","0","Electric breast pump","145","145","1"
"1497933162","0","SAN DIEGO","","CALIFORNIA","","92127","","33.019798278808594","0","-117.12384796142578","0","MILLENNIUM HEALTH, LLC","","","","0","1134373574","","A FIRST PLACE","","","2017-05-01","","","80352","Drug Screening Cannabinoids Synthetic 7/More","444","14.16","1"
"1811997638","1134239676","LIBERTYVILLE","CLEVELAND","ILLINOIS","OHIO","60048","44130","42.29521942138672","41.37779998779297","-87.94981384277344","-81.78682708740234","MEDLINE HEALTHCARE COMPANY","SOUTHWEST GENERAL MEDICAL GROUP, INC.","","Southwest General Health Center","0","1548364086","","AYMAN DAHMAN","","","2021-10-01","","","0","Electric breast pump","142","142","1"
"1962502229","1033124961","NEW YORK","NEW YORK","NEW YORK","NEW YORK","10005","10037","40.70616149902344","40.81285858154297","-74.00907135009766","-73.93739318847656","INTEGRA PARTNERS LLC","NEW YORK CITY HEALTH AND HOSPITALS CORPORATION","","NYC Health + Hospitals Harlem","0","1649882770","","BRITTANY HAYES","","","2021-03-01","","","0","Electric breast pump","1697.6","1450","8"
"0","1427536325","","SHREVEPORT","","LOUISIANA","","71103","0","32.49192810058594","0","-93.77210998535156","","UNIVERSITY HEALTH SHREVEPORT LLC","","Ochsner LSU Health Shreveport - Academic Medical Center","0","1649914706","","ALEX PERCLE","","","2024-01-01","","","73521","Radex Hips Bilateral With Pelvis 2 Views","193","98","1"
"1417915653","0","WARRENDALE","","PENNSYLVANIA","","15086","","40.665409088134766","0","-80.09503936767578","0","ACCREDO HEALTH GROUP INC","","","","0","1619906872","","BHANJI KUNDARIA","","","2020-07-01","","","0","Sup/ext non-ins inf pump syr","22979.76","68.4","1"
"1649215229","1598719643","LITHIA SPRINGS","MACON","GEORGIA","GEORGIA","30122","31217","33.762969970703125","32.84492874145508","-84.63819122314453","-83.50636291503906","WYATT'S PHARMACY","COLISEUM MEDICAL CENTER, LLC","","Piedmont Macon Medical Center","0","1770532095","","JONATHAN HALL","","","2018-06-01","","","0","Electric breast pump","398","398","2"
"0","1598766495","","LAFAYETTE","","LOUISIANA","","70508","0","30.15549087524414","0","-92.02857971191406","","OUR LADY OF LOURDES REGIONAL MEDICAL CENTER,INC","","Our Lady of Lourdes Regional Medical Center","0","1275102709","","NATALIE JURISICH","","","2024-01-01","","","76856","Us Pelvic Nonobstetric Real-Time Image Complete","281","281","1"
"1083655476","1174512792","TUCSON","TUCSON","ARIZONA","ARIZONA","85745","85712","32.2587890625","32.2523307800293","-111.0897216796875","-110.88648223876953","PREFERRED HOMECARE","TUCSON MEDICAL CENTER","","Tucson Medical Center (TMC)","0","1356909881","","RAQUEL BRAVO-CLOUZET","","","2022-10-01","","","0","Portable gaseous 02","1050","250","2"
"1699704700","1043269046","BERKLEY","BIRMINGHAM","MICHIGAN","ALABAMA","48072","35233","42.49787902832031","33.508758544921875","-83.18588256835938","-86.80194091796875","BEAUMONT HOME MEDICAL EQUIPMENT","BIRMINGHAM VAMC","","UAB Hospital","0","1568794394","","SALEEM RASHEED","","","2017-06-01","","","0","Stationary compressed gas 02","1200","600","1"
"1467486233","1093779704","SATSUMA","TEMPLE","ALABAMA","TEXAS","36572","76508","30.85841941833496","31.07745933532715","-88.06047821044922","-97.3641128540039","C & M VITAL CARE","SCOTT & WHITE CLINIC","","Baylor Scott & White Medical Center - Temple","0","1639707425","","CATHERINE MCCULLERS","","","2023-08-01","","","0","Enteral feed supp pump per d","30605","2685","1"
"1538144910","1841414331","BURLINGTON","KENSINGTON","NORTH CAROLINA","MARYLAND","27215","20895","36.03179168701172","39.02674102783203","-79.48890686035156","-77.07756042480469","LABORATORY CORPORATION OF AMERICA HOLDINGS","WILLIAM BARA-JIMENEZ, MD LLC","","","0","1407931496","","WILLIAM BARA-JIMENEZ","","","2024-08-01","","","82746","Assay Of Folic Acid Serum","1136","92.4","1"
"1376587113","1891089058","HICKSVILLE","BROOKLYN","NEW YORK","NEW YORK","11801","11225","40.76239013671875","40.66304016113281","-73.52394104003906","-73.95430755615234","SUNRISE MEDICAL LABORATORIES, INC.","NEW GENERATION MEDICAL PRACTICE, PLLC","","NYC Health + Hospitals Kings County","0","1639132202","","BARBARA GORDON","","","2024-08-01","","","86592","Syphilis Test Non-Treponemal Antibody Qual","990","21.78","1"
"1154320687","0","BLOUNTVILLE","","TENNESSEE","","37617","","36.530670166015625","0","-82.3720932006836","0","SULLIVAN COUNTY EMS","","","","0","1154320687","","SULLIVAN COUNTY EMS","","","2024-01-01","","","0","Ground mileage","1759.82","72.92","2"
"0","1609934843","","IMPERIAL","","NEBRASKA","","69033","0","40.56053161621094","0","-101.67848205566406","","CHASE COUNTY COMMUNITY HOSPITAL","","Chase County Community Hospital","0","1447257860","","ERIC VERPLOEG","","","2020-08-01","","","99202","Office/Outpatient New Sf Mdm 15 Minutes","198","198","1"
"1538144910","0","BURLINGTON","","NORTH CAROLINA","","27215","","36.03179168701172","0","-79.48890686035156","0","LABORATORY CORPORATION OF AMERICA HOLDINGS","","","","0","1396327326","","BRENDA ESPITIA","","","2024-10-01","","","80053","Comprehensive Metabolic Panel","1504","51.45","1"
"1912997354","1548292881","OKLAHOMA CITY","OCEANSIDE","OKLAHOMA","CALIFORNIA","73104","92056","35.47526168823242","33.20151138305664","-97.50390625","-117.28910827636719","DIANON SYSTEMS INC","NORTH COAST UROLOGY","","Tri-City Medical Center","0","1841222171","","MICHAEL GUERENA","","","2024-10-01","","","88305","Level Iv Surg Pathology Gross&Microscopic Exam","240","240","1"
"1023856705","1336153709","","OCALA","","FLORIDA","","34471","0","29.16053009033203","0","-82.12877655029297","APEX MEDICAL SUPPLY LLC","FLORIDA MEDICAL ASSOCIATES LLC","","","0","1598416265","","SHABRIEL VAZQUEZ OCASIO","","","2024-10-01","","","0","Tlso flex trnk sj-ss pre ots","3800","1500","1"
"1912952375","1174563779","SOUTHLAKE","ANDREWS","TEXAS","TEXAS","76092","79714","32.95998001098633","32.32941818237305","-97.14859008789062","-102.69917297363281","BYRAM HEALTHCARE CENTERS, INC.","ANDREWS COUNTY HOSPITAL DISTRICT","","Permian Regional Medical Center","0","1518053149","","SATISH NAYAK","","","2017-01-01","","","0","Electric breast pump","300","300","1"
"1962502229","1164456067","NEW YORK","ALBANY","NEW YORK","NEW YORK","10005","12208","40.70616149902344","42.6533088684082","-74.00907135009766","-73.81021118164062","INTEGRA PARTNERS LLC","ALBANY MEDICAL COLLEGE","","Albany Medical Center","0","1700225505","","ANAR GOJAYEV","","","2017-09-01","","","0","Electric breast pump","173.47","173.47","1"
"1235329228","1023049236","SOUTHBOROUGH","BOSTON","MASSACHUSETTS","MASSACHUSETTS","01772","02114","42.30144119262695","42.3631591796875","-71.5304183959961","-71.06732177734375","BIOSCRIP INFUSION SERVICES","THE GENERAL HOSPITAL CORPORATION","","Massachusetts General Hospital","0","1619339819","","KAYLA HARTJES","","","2017-10-01","","","0","Apnea monitor w recorder","350","350","1"
"0","1972928208","","LEWISVILLE","","TEXAS","","75077","0","33.07884979248047","0","-97.06272888183594","","LEGACY HEALTHCARE SERVICES, INC","","Duke Raleigh Hospital","0","1376004952","","DAVID COALSON","","","2022-06-01","","","0","W/c acc,saf belt pelv strap","58.82","8.3","1"
"1538144910","1558411934","BURLINGTON","DAMASCUS","NORTH CAROLINA","MARYLAND","27215","20872","36.03179168701172","39.29146957397461","-79.48890686035156","-77.21769714355469","LABORATORY CORPORATION OF AMERICA HOLDINGS","SIMMONDS, MARTIN & HELMBRECHT, LLC","","Holy Cross Germantown Hospital","0","1952303604","","THERESA POEPPERLING","","","2024-08-01","","","86777","Antibody Toxoplasma","1873","97.84","1"
"1912952375","0","SOUTHLAKE","","TEXAS","","76092","","32.95998001098633","0","-97.14859008789062","0","BYRAM HEALTHCARE CENTERS, INC.","","","","0","1083989263","","ROSETTA SCHWARTZ","","","2018-08-01","","","0","Electric breast pump","300","300","1"
"1083632996","0","CORSICANA","","TEXAS","","75110","","32.08692932128906","0","-96.52879333496094","0","CORSICANA FIRE DEPARTMENT","","","","0","1083632996","","CORSICANA FIRE DEPARTMENT","","","2017-08-01","","","0","Ground mileage","2342","150","1"
"1376587113","1720177066","HICKSVILLE","BROOKLYN","NEW YORK","NEW YORK","11801","11249","40.76239013671875","40.64839172363281","-73.52394104003906","-73.87973022460938","SUNRISE MEDICAL LABORATORIES, INC.","ODA PRIMARY HEALTH CARE NETWORK, INC.","","The Brooklyn Hospital Center","0","1699394999","","SHAYNA ELIAV","","","2020-08-01","","","86900","Blood Typing Serologic Abo","507","63","1"
"1952346876","0","SHERMAN","","TEXAS","","75090","","33.60451126098633","0","-96.54562377929688","0","ANGELS OF CARE PEDIATRIC HOME HEALTH","","","","0","1992887384","","Ancor Health Center PA","","","2017-03-01","","","0","Private duty/independent nsg","36750","8700","1"
"0","1255364923","","ADA","","OKLAHOMA","","74820","0","34.78899002075195","0","-96.71076202392578","","CHICKASAW NATION DIVISION OF HEALTH CHICKASAW NATION MEDICAL CENTER","","Chickasaw Nation Medical Center","0","1326025859","","SUSAN HURST","","","2021-01-01","","","99395","Periodic Preventive Med Est Patient 18-39 Yrs","435","435","1"
"1447437355","1801861190","ALISO VIEJO","OCEANSIDE","CALIFORNIA","CALIFORNIA","92656","92056","33.576229095458984","33.20151138305664","-117.73039245605469","-117.28910827636719","NEOGENOMICS LABORATORIES INC","TRI-CITY HOSPITAL","","Tri-City Medical Center","0","1225560477","","MARIETYA LAUW","","","2024-09-01","","","88374","M/Phmtrc Alys Ish Quant/Semiq Cptr Each Multiprb","264","208","1"
"1932272465","0","GARLAND","","TEXAS","","75043","","32.85707092285156","0","-96.57940673828125","0","KROGER PHARMACY","","","","0","1932272465","","KROGER PHARMACY","","","2017-09-01","","","0","Admin influenza virus vac","240","43.88","4"
"1962502229","1184694291","NEW YORK","BRONX","NEW YORK","NEW YORK","10005","10453","40.70616149902344","40.85231018066406","-74.00907135009766","-73.91352844238281","INTEGRA PARTNERS LLC","MORRIS HEIGHTS HEALTH CENTER, INC.","","St. Barnabas Hospital","0","1942752431","","SUSAN HUBBARD","","","2022-08-01","","","0","Sio flex pelvic/sacr pre ots","61.9","61.9","1"
"1851346522","1154435824","HOOVER","BIRMINGHAM","ALABAMA","ALABAMA","35244","35249","33.353721618652344","33.353721618652344","-86.82547760009766","-86.82547760009766","ACCREDO HEALTH GROUP INC","UNIVERSITY OF ALABAMA AT BIRMINGHAM","","UAB Hospital","0","1457488025","","HARRY SCHROEDER","","","2020-07-01","","","0","Services sup & acc used in home for adm ivig","19502.01","1800","2"
"1083655476","1174512792","TUCSON","TUCSON","ARIZONA","ARIZONA","85745","85712","32.2587890625","32.2523307800293","-111.0897216796875","-110.88648223876953","PREFERRED HOMECARE","TUCSON MEDICAL CENTER","","Tucson Medical Center (TMC)","0","1356909881","","RAQUEL BRAVO-CLOUZET","","","2023-05-01","","","0","Oxygen concentrator","525","400","1"
"1851341556","1699709576","SARANAC LAKE","SARANAC LAKE","NEW YORK","NEW YORK","12983","12983","44.321380615234375","44.321380615234375","-74.2028579711914","-74.2028579711914","TRI-LAKES HOME MEDICAL EQUIPMENT, INC.","ADIRONDACK MEDICAL CENTER","","Adirondack Medical Center - Sarnac Lake","0","1588635999","","DAVID GARRISON","","","2020-08-01","","","0","Replacement facemask interfa","566.28","107.26","1"
"1033166244","0","OAKDALE","","PENNSYLVANIA","","15071","","40.412078857421875","0","-80.18781280517578","0","CHARTWELL PENNSYLVANIA, LP","","","","0","1215556030","","REBECCA SALIGA","","","2024-03-01","","","0","Gastro/jejuno tube, low-pro","7879.32","626.52","1"
"1699704700","1689653305","BERKLEY","ROYAL OAK","MICHIGAN","MICHIGAN","48072","48073","42.49787902832031","42.51919937133789","-83.18588256835938","-83.16436004638672","BEAUMONT HOME MEDICAL EQUIPMENT","WILLIAM BEAUMONT HOSPITAL","","Corewell Health William Beaumont University Hospital","0","1548458177","","SHERRY VIOLA","","","2017-03-01","","","0","Standard wheelchair","290","200","1"
"1538144910","1306170576","BURLINGTON","DALLAS","NORTH CAROLINA","TEXAS","27215","75212","36.03179168701172","32.781368255615234","-79.48890686035156","-96.8791732788086","LABORATORY CORPORATION OF AMERICA HOLDINGS","GREEN APPLE LLC","","Medical City Las Colinas Hospital","0","1831662873","","JUSTIN VINE","","","2024-03-01","","","80050","General Health Panel","1728","197.94","1"
"1497933162","1780871319","SAN DIEGO","FORT WALTON BEACH","CALIFORNIA","FLORIDA","92127","32547","33.019798278808594","30.468679428100586","-117.12384796142578","-86.66716766357422","MILLENNIUM HEALTH, LLC","SURGICAL SPECIALISTS ASC, LLC","","HCA Florida Fort Walton-Destin Hospital","0","1740287564","","DONALD CHIPMAN","","","2018-01-01","","","0","Drug test def 8-14 classes","405","405","1"
"1053366708","0","CLEARWATER","","FLORIDA","","33760","","27.90778923034668","0","-82.71452331542969","0","BYRAM HEALTHCARE CENTERS, INC.","","","","0","1699098236","","ALLISON KOCH","","","2018-03-01","","","0","Electric breast pump","300","300","1"
"1538144910","1619914785","BURLINGTON","SALEM","NORTH CAROLINA","VIRGINIA","27215","24153","36.03179168701172","37.30012130737305","-79.48890686035156","-80.11060333251953","LABORATORY CORPORATION OF AMERICA HOLDINGS","LEWIS-GALE MEDICAL CENTER, LLC","","LewisGale Medical Center","0","1629728084","","KAREN OLORUNFEMI","","","2024-08-01","","","83036","Hemoglobin Glycosylated A1C","279","75.86","1"
